"year","state","ecvotes","dem","rep","other","total"
1956,"Arkansas",8,213277,186287,7008,406572
1956,"California",32,2420135,3027668,18552,5466355
1956,"Colorado",6,263997,394479,4598,663074
1956,"Connecticut",8,405079,711837,205,1117121
1956,"Delaware",3,79421,98057,510,177988
1956,"Florida",10,480371,643849,0,1124220
1956,"Georgia",12,441094,216652,5734,663480
1956,"Idaho",4,105868,166979,142,272989
1956,"Illinois",27,1775682,2623327,8398,4407407
1956,"Indiana",13,783908,1182811,7888,1974607
1956,"Iowa",10,501858,729187,3519,1234564
1956,"Kansas",8,296317,566878,3048,866243
1956,"Kentucky",10,476453,572192,5160,1053805
1956,"Louisiana",10,243977,329047,44520,617544
1956,"Maine",5,102468,249238,0,351706
1956,"Maryland",9,372613,559738,0,932351
1956,"Massachusetts",16,948190,1393197,7119,2348506
1956,"Michigan",20,1359898,1713647,6923,3080468
1956,"Minnesota",11,617525,719302,3178,1340005
1956,"Mississippi",8,144498,60685,42966,248149
1956,"Missouri",13,918273,914289,0,1832562
1956,"Montana",4,116238,154933,0,271171
1956,"Nebraska",6,199029,378108,0,577137
1956,"Nevada",3,40640,56049,0,96689
1956,"New Hampshire",4,90364,176519,111,266994
1956,"New Jersey",16,850337,1606942,27033,2484312
1956,"New Mexico",4,106098,146788,1040,253926
1956,"New York",45,2750769,4340340,2227,7093336
1956,"North Carolina",14,590530,575062,0,1165592
1956,"North Dakota",4,96742,156766,483,253991
1956,"Ohio",25,1439655,2262610,0,3702265
1956,"Oklahoma",8,385581,473769,0,859350
1956,"Oregon",6,329204,406393,0,735597
1956,"Pennsylvania",32,1981769,2585252,9482,4576503
1956,"Rhode Island",4,161790,225819,2,387611
1956,"South Carolina",8,136372,75700,88511,300583
1956,"South Dakota",4,122288,171569,0,293857
1956,"Tennessee",11,456507,462288,20609,939404
1956,"Texas",24,859958,1080619,14968,1955545
1956,"Utah",4,118364,215631,0,333995
1956,"Vermont",3,42549,110390,39,152978
1956,"Virginia",12,267760,386459,43759,697978
1956,"Washington",9,523002,620430,7457,1150889
1956,"West Virginia",8,381534,449297,0,830831
1956,"Wisconsin",12,586768,954844,8946,1550558
1956,"Wyoming",3,49554,74573,0,124127
1960,"Alabama",11,318303,237981,8189,564473
1960,"Alaska",3,29809,30953,0,60762
1960,"Arizona",4,176781,221241,469,398491
1960,"Arkansas",8,215049,184508,28952,428509
1960,"California",32,3224099,3259722,22757,6506578
1960,"Colorado",6,330629,402242,3375,736246
1960,"Connecticut",8,657055,565813,15,1222883
1960,"Delaware",3,99590,96373,720,196683
1960,"Florida",10,748700,795476,0,1544176
1960,"Georgia",12,458638,274472,239,733349
1960,"Hawaii",3,92410,92295,0,184705
1960,"Idaho",4,138853,161597,0,300450
1960,"Illinois",27,2377846,2368988,10575,4757409
1960,"Indiana",13,952358,1175120,7882,2135360
1960,"Iowa",10,550565,722381,864,1273810
1960,"Kansas",8,363213,561474,4138,928825
1960,"Kentucky",10,521855,602607,0,1124462
1960,"Louisiana",10,407339,230980,169572,807891
1960,"Maine",5,181159,240608,6,421773
1960,"Maryland",9,565808,489538,3,1055349
1960,"Massachusetts",16,1487174,976750,5556,2469480
1960,"Michigan",20,1687269,1620428,10400,3318097
1960,"Minnesota",11,779933,757915,4039,1541887
1960,"Mississippi",8,108362,73561,116248,298171
1960,"Missouri",13,972201,962221,0,1934422
1960,"Montana",4,134891,141841,847,277579
1960,"Nebraska",6,232542,380553,0,613095
1960,"Nevada",3,54880,52387,0,107267
1960,"New Hampshire",4,137772,157989,0,295761
1960,"New Jersey",16,1385415,1363324,24372,2773111
1960,"New Mexico",4,156027,153733,1347,311107
1960,"New York",45,3830085,3446419,14575,7291079
1960,"North Carolina",14,713136,655420,0,1368556
1960,"North Dakota",4,123963,154310,158,278431
1960,"Ohio",25,1944248,2217611,0,4161859
1960,"Oklahoma",8,370111,533039,0,903150
1960,"Oregon",6,367402,408060,959,776421
1960,"Pennsylvania",32,2556282,2439956,10303,5006541
1960,"Rhode Island",4,258032,147502,1,405535
1960,"South Carolina",8,198129,188558,1,386688
1960,"South Dakota",4,128070,178417,0,306487
1960,"Tennessee",11,481453,556577,13762,1051792
1960,"Texas",24,1167567,1121310,22207,2311084
1960,"Utah",4,169248,205361,100,374709
1960,"Vermont",3,69186,98131,7,167324
1960,"Virginia",12,362327,404521,4601,771449
1960,"Washington",9,599298,629273,13001,1241572
1960,"West Virginia",8,441786,395995,0,837781
1960,"Wisconsin",12,830805,895175,3102,1729082
1960,"Wyoming",3,63331,77451,0,140782
1964,"Alabama",10,0,479085,210732,689817
1964,"Alaska",3,44329,22930,0,67259
1964,"Arizona",5,237753,242535,482,480770
1964,"Arkansas",6,314197,243264,2965,560426
1964,"California",40,4171877,2879108,6601,7057586
1964,"Colorado",6,476024,296767,4195,776986
1964,"Connecticut",8,826269,390996,1313,1218578
1964,"Delaware",3,122704,78078,538,201320
1964,"D. C.",3,169796,28801,0,198597
1964,"Florida",14,948540,905941,0,1854481
1964,"Georgia",12,522557,616584,195,1139336
1964,"Hawaii",4,163249,44022,0,207271
1964,"Idaho",4,148920,143557,0,292477
1964,"Illinois",26,2796833,1905946,62,4702841
1964,"Indiana",13,1170848,911118,9640,2091606
1964,"Iowa",9,733030,449148,2361,1184539
1964,"Kansas",7,464028,386579,7294,857901
1964,"Kentucky",9,669659,372977,3469,1046105
1964,"Louisiana",10,387068,509225,0,896293
1964,"Maine",4,262264,118701,256,381221
1964,"Maryland",10,730912,385495,50,1116457
1964,"Massachusetts",14,1786422,549727,8649,2344798
1964,"Michigan",21,2136615,1060152,6335,3203102
1964,"Minnesota",10,991117,559624,3721,1554462
1964,"Mississippi",7,52618,356528,0,409146
1964,"Missouri",12,1164344,653535,0,1817879
1964,"Montana",4,164246,113032,1350,278628
1964,"Nebraska",5,307307,276847,0,584154
1964,"Nevada",3,79339,56094,0,135433
1964,"New Hampshire",4,184064,104029,0,288093
1964,"New Jersey",17,1867671,963843,15256,2846770
1964,"New Mexico",4,194017,131838,1760,327615
1964,"New York",43,4913156,2243559,9300,7166015
1964,"North Carolina",13,800139,624844,0,1424983
1964,"North Dakota",4,149784,108207,398,258389
1964,"Ohio",26,2498331,1470865,0,3969196
1964,"Oklahoma",8,519834,412665,0,932499
1964,"Oregon",6,501017,282779,2509,786305
1964,"Pennsylvania",29,3130954,1673657,18079,4822690
1964,"Rhode Island",4,315463,74615,13,390091
1964,"South Carolina",8,215700,309048,8,524756
1964,"South Dakota",4,163010,130108,0,293118
1964,"Tennessee",11,634947,508965,34,1143946
1964,"Texas",25,1663185,958566,5060,2626811
1964,"Utah",4,219628,180682,0,400310
1964,"Vermont",3,108127,54942,20,163089
1964,"Virginia",12,558038,481334,2895,1042267
1964,"Washington",9,779881,470366,8309,1258556
1964,"West Virginia",7,538087,253953,0,792040
1964,"Wisconsin",12,1050424,638495,2896,1691815
1964,"Wyoming",3,80718,61998,0,142716
1968,"Alabama",10,196579,146923,706415,1049917
1968,"Alaska",3,35411,37600,10024,83035
1968,"Arizona",5,170514,266721,49701,486936
1968,"Arkansas",6,184901,189062,235627,609590
1968,"California",40,3244318,3467664,539605,7251587
1968,"Colorado",6,335174,409345,66680,811199
1968,"Connecticut",8,621561,556721,77950,1256232
1968,"Delaware",3,89194,96714,28459,214367
1968,"D. C.",3,139566,31012,0,170578
1968,"Florida",14,676794,886804,624207,2187805
1968,"Georgia",12,334440,380111,535715,1250266
1968,"Hawaii",4,141324,91425,3469,236218
1968,"Idaho",4,89273,165369,36541,291183
1968,"Illinois",26,2039814,2174774,405161,4619749
1968,"Indiana",13,806659,1067885,249053,2123597
1968,"Iowa",9,476699,619106,72126,1167931
1968,"Kansas",7,302996,478674,91113,872783
1968,"Kentucky",9,397541,462411,195941,1055893
1968,"Louisiana",10,309615,257535,530300,1097450
1968,"Maine",4,217312,169254,6370,392936
1968,"Maryland",10,538310,517995,178734,1235039
1968,"Massachusetts",14,1469218,766844,95690,2331752
1968,"Michigan",21,1593082,1370665,342503,3306250
1968,"Minnesota",10,857738,658643,72129,1588510
1968,"Mississippi",7,150644,88516,415349,654509
1968,"Missouri",12,791444,811932,206126,1809502
1968,"Montana",4,114117,138835,21452,274404
1968,"Nebraska",5,170784,321163,44904,536851
1968,"Nevada",3,60598,73188,20432,154218
1968,"New Hampshire",4,130589,154903,11807,297299
1968,"New Jersey",17,1264206,1325467,285722,2875395
1968,"New Mexico",4,130081,169692,27508,327281
1968,"New York",43,3378470,3007932,403664,6790066
1968,"North Carolina",13,464113,627192,496188,1587493
1968,"North Dakota",4,94769,138669,14444,247882
1968,"Ohio",26,1700586,1791014,468098,3959698
1968,"Oklahoma",8,301658,449697,191731,943086
1968,"Oregon",6,358866,408433,52323,819622
1968,"Pennsylvania",29,2259405,2090017,398506,4747928
1968,"Rhode Island",4,246518,122359,16123,385000
1968,"South Carolina",8,197486,254062,215434,666982
1968,"South Dakota",4,118023,149841,13400,281264
1968,"Tennessee",11,351233,472592,424792,1248617
1968,"Texas",25,1266804,1227844,584758,3079406
1968,"Utah",4,156665,238728,27175,422568
1968,"Vermont",3,70255,85142,6007,161404
1968,"Virginia",12,442387,590319,328785,1361491
1968,"Washington",9,616037,588510,99734,1304281
1968,"West Virginia",7,374091,307555,72560,754206
1968,"Wisconsin",12,748804,809997,132737,1691538
1968,"Wyoming",3,45173,70927,11105,127205
1972,"Alabama",9,256923,728701,20469,1006093
1972,"Alaska",3,32967,55349,6903,95219
1972,"Arizona",6,198540,402812,52153,653505
1972,"Arkansas",6,198899,445751,3016,647666
1972,"California",45,3475847,4602096,289919,8367862
1972,"Colorado",7,329980,597189,26715,953884
1972,"Connecticut",8,555498,810763,18016,1384277
1972,"Delaware",3,92283,140357,2876,235516
1972,"D. C.",3,127627,35226,568,163421
1972,"Florida",17,718117,1857759,7407,2583283
1972,"Georgia",12,289529,881496,3747,1174772
1972,"Hawaii",4,101409,168865,0,270274
1972,"Idaho",4,80826,199384,30169,310379
1972,"Illinois",26,1913472,2788179,21585,4723236
1972,"Indiana",13,708568,1405154,11807,2125529
1972,"Iowa",8,496206,706207,23531,1225944
1972,"Kansas",7,270287,619812,25996,916095
1972,"Kentucky",9,371159,676446,19894,1067499
1972,"Louisiana",10,298142,686852,66497,1051491
1972,"Maine",4,160584,256458,229,417271
1972,"Maryland",10,505781,829305,18726,1353812
1972,"Massachusetts",14,1332540,1112078,14138,2458756
1972,"Michigan",21,1459435,1961721,69169,3490325
1972,"Minnesota",10,802346,898269,41037,1741652
1972,"Mississippi",7,126782,505125,14056,645963
1972,"Missouri",12,698531,1154058,0,1852589
1972,"Montana",4,120197,183976,13430,317603
1972,"Nebraska",5,169991,406298,0,576289
1972,"Nevada",3,66016,115750,0,181766
1972,"New Hampshire",4,116435,213724,3900,334059
1972,"New Jersey",17,1102211,1845502,49516,2997229
1972,"New Mexico",4,141084,235606,9241,385931
1972,"New York",41,2951084,4192778,17968,7161830
1972,"North Carolina",13,438705,1054889,25018,1518612
1972,"North Dakota",3,100384,174109,6021,280514
1972,"Ohio",25,1558889,2441827,94071,4094787
1972,"Oklahoma",8,247147,759025,23728,1029900
1972,"Oregon",6,392760,486686,48500,927946
1972,"Pennsylvania",27,1796951,2714521,80633,4592105
1972,"Rhode Island",4,194645,220383,780,415808
1972,"South Carolina",8,189270,478427,10183,677880
1972,"South Dakota",4,139945,166476,994,307415
1972,"Tennessee",10,357293,813147,30742,1201182
1972,"Texas",26,1154291,2298896,19527,3472714
1972,"Utah",4,126284,323643,28549,478476
1972,"Vermont",3,68174,117149,1623,186946
1972,"Virginia",12,438887,988493,29639,1457019
1972,"Washington",9,568334,837135,65378,1470847
1972,"West Virginia",6,277435,484964,0,762399
1972,"Wisconsin",11,810174,989430,53286,1852890
1972,"Wyoming",3,44358,100464,748,145570
1976,"Alabama",9,659170,504070,19610,1182850
1976,"Alaska",3,44058,71555,7961,123574
1976,"Arizona",6,295602,418642,28475,742719
1976,"Arkansas",6,499614,268753,1029,769396
1976,"California",45,3742284,3882244,242589,7867117
1976,"Colorado",7,460353,584367,36415,1081135
1976,"Connecticut",8,647895,719261,14370,1381526
1976,"Delaware",3,122596,109831,3407,235834
1976,"D. C.",3,137818,27873,3139,168830
1976,"Florida",17,1636000,1469531,45100,3150631
1976,"Georgia",12,979409,483743,4306,1467458
1976,"Hawaii",4,147375,140003,3923,291301
1976,"Idaho",4,126549,204151,10232,340932
1976,"Illinois",26,2271295,2364269,83269,4718833
1976,"Indiana",13,1014714,1183958,21690,2220362
1976,"Iowa",8,619931,632863,26512,1279306
1976,"Kansas",7,430421,502752,24672,957845
1976,"Kentucky",9,615717,531852,19573,1167142
1976,"Louisiana",10,661365,587446,29628,1278439
1976,"Maine",4,232279,236320,14609,483208
1976,"Maryland",10,759612,672661,0,1432273
1976,"Massachusetts",14,1429475,1030276,87807,2547558
1976,"Michigan",21,1696714,1893742,63293,3653749
1976,"Minnesota",10,1070440,819395,60096,1949931
1976,"Mississippi",7,381309,366846,21205,769360
1976,"Missouri",12,998387,927443,27770,1953600
1976,"Montana",4,149259,173703,5772,328734
1976,"Nebraska",5,233692,359705,14271,607668
1976,"Nevada",3,92479,101273,8124,201876
1976,"New Hampshire",4,147635,185935,6048,339618
1976,"New Jersey",17,1444653,1509688,60131,3014472
1976,"New Mexico",4,201148,211419,4023,416590
1976,"New York",41,3389558,3100791,44071,6534420
1976,"North Carolina",13,927365,741960,8581,1677906
1976,"North Dakota",3,136078,153470,7546,297094
1976,"Ohio",25,2011621,2000505,99747,4111873
1976,"Oklahoma",8,532442,545708,14101,1092251
1976,"Oregon",6,490407,492120,47349,1029876
1976,"Pennsylvania",27,2328677,2205604,86506,4620787
1976,"Rhode Island",4,227636,181249,2285,411170
1976,"South Carolina",8,450825,346140,5629,802594
1976,"South Dakota",4,147068,151505,2105,300678
1976,"Tennessee",10,825879,633969,16498,1476346
1976,"Texas",26,2082319,1953300,36265,4071884
1976,"Utah",4,182110,337908,21180,541198
1976,"Vermont",3,81044,102085,4726,187855
1976,"Virginia",12,813896,836554,46644,1697094
1976,"Washington",9,717323,777732,60479,1555534
1976,"West Virginia",6,435914,314760,0,750674
1976,"Wisconsin",11,1040232,1004987,56117,2101336
1976,"Wyoming",3,62239,92717,1387,156343
1980,"Alabama",9,636730,654192,51007,1341929
1980,"Alaska",3,41842,86112,30491,158445
1980,"Arizona",6,246843,529688,97414,873945
1980,"Arkansas",6,398041,403164,36377,837582
1980,"California",45,3083661,4524858,978544,8587063
1980,"Colorado",7,367973,652264,164178,1184415
1980,"Connecticut",8,541732,677210,187343,1406285
1980,"Delaware",3,105754,111252,18662,235668
1980,"D. C.",3,130231,23313,20345,173889
1980,"Florida",17,1419475,2046951,220600,3687026
1980,"Georgia",12,890733,654168,52566,1597467
1980,"Hawaii",4,135879,130112,37296,303287
1980,"Idaho",4,110192,290699,36540,437431
1980,"Illinois",26,1981413,2358049,410259,4749721
1980,"Indiana",13,844197,1255656,142180,2242033
1980,"Iowa",8,508672,676026,132963,1317661
1980,"Kansas",7,326150,566812,86833,979795
1980,"Kentucky",9,616417,635274,42936,1294627
1980,"Louisiana",10,708453,792853,47285,1548591
1980,"Maine",4,220974,238522,63515,523011
1980,"Maryland",10,726161,680606,133729,1540496
1980,"Massachusetts",14,1053802,1057631,412865,2524298
1980,"Michigan",21,1661532,1915225,332968,3909725
1980,"Minnesota",10,954174,873241,224538,2051953
1980,"Mississippi",7,429281,441089,22250,892620
1980,"Missouri",12,931182,1074181,94461,2099824
1980,"Montana",4,118032,206814,39106,363952
1980,"Nebraska",5,166851,419937,54066,640854
1980,"Nevada",3,66666,155017,26202,247885
1980,"New Hampshire",4,108864,221705,53430,383999
1980,"New Jersey",17,1147364,1546557,281763,2975684
1980,"New Mexico",4,167826,250779,37632,456237
1980,"New York",41,2728372,2893831,579756,6201959
1980,"North Carolina",13,875635,915018,65180,1855833
1980,"North Dakota",3,79189,193695,28661,301545
1980,"Ohio",25,1752414,2206545,324644,4283603
1980,"Oklahoma",8,402026,695570,52112,1149708
1980,"Oregon",6,456890,571044,153582,1181516
1980,"Pennsylvania",27,1937540,2261872,362089,4561501
1980,"Rhode Island",4,198342,154793,62937,416072
1980,"South Carolina",8,427560,441207,21316,890083
1980,"South Dakota",4,103855,198343,25505,327703
1980,"Tennessee",10,783051,787761,46804,1617616
1980,"Texas",26,1881147,2510705,149785,4541637
1980,"Utah",4,124266,439687,40269,604222
1980,"Vermont",3,81891,94598,36718,213207
1980,"Virginia",12,752174,989609,124249,1866032
1980,"Washington",9,650193,865244,226957,1742394
1980,"West Virginia",6,367462,334206,36047,737715
1980,"Wisconsin",11,981584,1088845,202792,2273221
1980,"Wyoming",3,49427,110700,16586,176713
1984,"Alabama",9,551899,872849,16965,1441713
1984,"Alaska",3,62007,138377,7221,207605
1984,"Arizona",7,333854,681416,10627,1025897
1984,"Arkansas",6,338646,534774,10986,884406
1984,"California",47,3922519,5467009,115895,9505423
1984,"Colorado",8,454974,821818,18589,1295381
1984,"Connecticut",8,569597,890877,6426,1466900
1984,"Delaware",3,101656,152190,726,254572
1984,"D. C.",3,180408,29009,1871,211288
1984,"Florida",21,1448816,2730350,885,4180051
1984,"Georgia",12,706628,1068722,743,1776093
1984,"Hawaii",4,147154,185050,3642,335846
1984,"Idaho",4,108510,297523,5111,411144
1984,"Illinois",24,2086499,2707103,25486,4819088
1984,"Indiana",12,841481,1377230,14358,2233069
1984,"Iowa",8,605620,703088,11097,1319805
1984,"Kansas",7,333149,677296,11546,1021991
1984,"Kentucky",9,539589,822782,8090,1370461
1984,"Louisiana",10,651586,1037299,17937,1706822
1984,"Maine",4,214515,336500,2129,553144
1984,"Maryland",10,787935,879918,8020,1675873
1984,"Massachusetts",13,1239606,1310936,8911,2559453
1984,"Michigan",20,1529638,2251571,20449,3801658
1984,"Minnesota",10,1036364,1032603,15482,2084449
1984,"Mississippi",7,352192,581477,6523,940192
1984,"Missouri",11,848583,1274188,0,2122771
1984,"Montana",4,146742,232450,5185,384377
1984,"Nebraska",5,187866,460054,4170,652090
1984,"Nevada",4,91655,188770,6242,286667
1984,"New Hampshire",4,120395,267051,1508,388954
1984,"New Jersey",16,1261323,1933630,22909,3217862
1984,"New Mexico",5,201769,307101,5500,514370
1984,"New York",36,3119609,3664763,22438,6806810
1984,"North Carolina",13,824287,1346481,4593,2175361
1984,"North Dakota",3,104429,200336,4206,308971
1984,"Ohio",23,1825440,2678560,43619,4547619
1984,"Oklahoma",8,385080,861530,9066,1255676
1984,"Oregon",7,536479,685700,4348,1226527
1984,"Pennsylvania",25,2228131,2584323,32449,4844903
1984,"Rhode Island",4,197106,212080,1306,410492
1984,"South Carolina",8,344470,615539,8531,968540
1984,"South Dakota",3,116113,200267,1487,317867
1984,"Tennessee",11,711714,990212,10067,1711993
1984,"Texas",29,1949276,3433428,14867,5397571
1984,"Utah",5,155369,469105,5182,629656
1984,"Vermont",3,95730,135865,2966,234561
1984,"Virginia",12,796250,1337078,13307,2146635
1984,"Washington",10,807352,1051670,24888,1883910
1984,"West Virginia",6,328125,405483,2134,735742
1984,"Wisconsin",11,995847,1198800,17369,2212016
1984,"Wyoming",3,53370,133241,2357,188968
1988,"Alabama",9,549506,815576,13394,1378476
1988,"Alaska",3,72584,119251,8281,200116
1988,"Arizona",7,454029,702541,15303,1171873
1988,"Arkansas",6,349237,466578,11923,827738
1988,"California",47,4702233,5054917,129914,9887064
1988,"Colorado",8,621453,728177,22764,1372394
1988,"Connecticut",8,676584,750241,16569,1443394
1988,"Delaware",3,108647,139639,1605,249891
1988,"D. C.",3,159407,27590,5880,192877
1988,"Florida",21,1656701,2618885,26727,4302313
1988,"Georgia",12,714792,1081331,13549,1809672
1988,"Hawaii",4,192364,158625,3472,354461
1988,"Idaho",4,147272,253881,7815,408968
1988,"Illinois",24,2215940,2310939,32241,4559120
1988,"Indiana",12,860643,1297763,10215,2168621
1988,"Iowa",8,670557,545355,9702,1225614
1988,"Kansas",7,422636,554049,16359,993044
1988,"Kentucky",9,580368,734281,7868,1322517
1988,"Louisiana",10,717460,883702,27040,1628202
1988,"Maine",4,243569,307131,4335,555035
1988,"Maryland",10,826304,876167,11887,1714358
1988,"Massachusetts",13,1401406,1194644,36755,2632805
1988,"Michigan",20,1675783,1965486,27894,3669163
1988,"Minnesota",10,1109471,962337,24982,2096790
1988,"Mississippi",7,363921,557890,9716,931527
1988,"Missouri",11,1001619,1084953,6656,2093228
1988,"Montana",4,168936,190412,6326,365674
1988,"Nebraska",5,259646,398447,4279,662372
1988,"Nevada",4,132738,206040,11289,350067
1988,"New Hampshire",4,163696,281537,5292,450525
1988,"New Jersey",16,1320352,1743192,36009,3099553
1988,"New Mexico",5,244497,270341,6449,521287
1988,"New York",36,3347882,3081871,55930,6485683
1988,"North Carolina",13,890167,1237258,6945,2134370
1988,"North Dakota",3,127739,166559,2963,297261
1988,"Ohio",23,1939629,2416549,37521,4393699
1988,"Oklahoma",8,483423,678367,9246,1171036
1988,"Oregon",7,616206,560126,25362,1201694
1988,"Pennsylvania",25,2194944,2300087,41220,4536251
1988,"Rhode Island",4,225123,177761,1736,404620
1988,"South Carolina",8,370554,606443,9012,986009
1988,"South Dakota",3,145560,165415,2016,312991
1988,"Tennessee",11,679794,947233,9223,1636250
1988,"Texas",29,2352748,3036829,37833,5427410
1988,"Utah",5,207343,428442,11223,647008
1988,"Vermont",3,115775,124331,3227,243333
1988,"Virginia",12,859799,1309162,22648,2191609
1988,"Washington",10,933516,903835,27902,1865253
1988,"West Virginia",6,341016,310065,2230,653311
1988,"Wisconsin",11,1126794,1047499,17315,2191608
1988,"Wyoming",3,67113,106867,2571,176551
1992,"Alabama",9,690080,804283,193697,1688060
1992,"Alaska",3,78294,102000,78212,258506
1992,"Arizona",8,543050,572086,371870,1487006
1992,"Arkansas",6,505823,337324,107506,950653
1992,"California",54,5121325,3630574,2379822,11131721
1992,"Colorado",8,629681,562850,376649,1569180
1992,"Connecticut",8,682318,578313,355701,1616332
1992,"Delaware",3,126054,102313,61368,289735
1992,"D. C.",3,192619,20698,14255,227572
1992,"Florida",25,2072698,2173310,1068384,5314392
1992,"Georgia",13,1008966,995252,316915,2321133
1992,"Hawaii",4,179310,136822,56710,372842
1992,"Idaho",4,137013,202645,142484,482142
1992,"Illinois",22,2453350,1734096,862711,5050157
1992,"Indiana",12,848420,989375,468076,2305871
1992,"Iowa",7,586353,504891,263363,1354607
1992,"Kansas",6,390434,449951,316851,1157236
1992,"Kentucky",8,665104,617178,210618,1492900
1992,"Louisiana",9,815971,733386,240660,1790017
1992,"Maine",4,263420,206504,209575,679499
1992,"Maryland",10,988571,707094,289381,1985046
1992,"Massachusetts",12,1318662,805049,649863,2773574
1992,"Michigan",18,1871182,1554940,848551,4274673
1992,"Minnesota",10,1020997,747841,579110,2347948
1992,"Mississippi",7,400258,487793,93742,981793
1992,"Missouri",11,1053873,811159,526533,2391565
1992,"Montana",3,154507,144207,111897,410611
1992,"Nebraska",5,217344,344346,177593,739283
1992,"Nevada",4,189148,175828,141342,506318
1992,"New Hampshire",4,209040,202484,126421,537945
1992,"New Jersey",15,1436206,1356865,550523,3343594
1992,"New Mexico",5,261617,212824,95545,569986
1992,"New York",33,3444450,2346649,1135826,6926925
1992,"North Carolina",14,1114042,1134661,363147,2611850
1992,"North Dakota",3,99168,136244,72721,308133
1992,"Ohio",21,1984942,1894310,1060712,4939964
1992,"Oklahoma",8,473066,592929,324364,1390359
1992,"Oregon",7,621314,475757,365572,1462643
1992,"Pennsylvania",23,2239164,1791841,928805,4959810
1992,"Rhode Island",4,213299,131601,108578,453478
1992,"South Carolina",8,479514,577507,145506,1202527
1992,"South Dakota",3,124888,136718,74648,336254
1992,"Tennessee",11,933521,841300,207817,1982638
1992,"Texas",32,2281815,2496071,1376132,6154018
1992,"Utah",5,183429,322632,238008,744069
1992,"Vermont",3,133592,88122,67987,289701
1992,"Virginia",13,1038650,1150517,369498,2558665
1992,"Washington",11,993037,731234,563959,2288230
1992,"West Virginia",5,331001,241974,110736,683711
1992,"Wisconsin",11,1041066,930855,559193,2531114
1992,"Wyoming",3,68160,79347,53118,200625
1996,"Alabama",9,662165,769044,103140,1534349
1996,"Alaska",3,80380,122746,38494,241620
1996,"Arizona",8,653288,622073,129044,1404405
1996,"Arkansas",6,475171,325416,83675,884262
1996,"California",54,5119835,3828380,1071269,10019484
1996,"Colorado",8,671152,691848,147704,1510704
1996,"Connecticut",8,735740,483109,173765,1392614
1996,"Delaware",3,140355,99062,31667,271084
1996,"D. C.",3,158220,17339,10167,185726
1996,"Florida",25,2546870,2244536,512388,5303794
1996,"Georgia",13,1053849,1080843,164379,2299071
1996,"Hawaii",4,205012,113943,41165,360120
1996,"Idaho",4,165443,256595,69681,491719
1996,"Illinois",22,2341744,1587021,382626,4311391
1996,"Indiana",12,887424,1006693,241725,2135842
1996,"Iowa",7,620258,492644,121173,1234075
1996,"Kansas",6,387659,583245,103396,1074300
1996,"Kentucky",8,636614,623283,128811,1388708
1996,"Louisiana",9,927837,712586,143536,1783959
1996,"Maine",4,312788,186378,106731,605897
1996,"Maryland",10,966207,681530,133133,1780870
1996,"Massachusetts",12,1571763,718107,266915,2556785
1996,"Michigan",18,1989653,1481212,377979,3848844
1996,"Minnesota",10,1120438,766476,305726,2192640
1996,"Mississippi",7,394022,439838,59997,893857
1996,"Missouri",11,1025935,890016,242114,2158065
1996,"Montana",3,167922,179652,59687,407261
1996,"Nebraska",5,236761,363467,77187,677415
1996,"Nevada",4,203974,199244,61061,464279
1996,"New Hampshire",4,246214,196532,56429,499175
1996,"New Jersey",15,1652329,1103078,320400,3075807
1996,"New Mexico",5,273495,232751,49828,556074
1996,"New York",33,3756177,1933492,626460,6316129
1996,"North Carolina",14,1107849,1225938,182020,2515807
1996,"North Dakota",3,106905,125050,34456,266411
1996,"Ohio",21,2148222,1859883,526329,4534434
1996,"Oklahoma",8,488105,582315,136293,1206713
1996,"Oregon",7,649641,538152,189967,1377760
1996,"Pennsylvania",23,2215819,1801169,489130,4506118
1996,"Rhode Island",4,233050,104683,52551,390284
1996,"South Carolina",8,504051,573458,71948,1149457
1996,"South Dakota",3,139333,150543,33950,323826
1996,"Tennessee",11,909146,863530,121429,1894105
1996,"Texas",32,2459683,2736167,415794,5611644
1996,"Utah",5,221633,361911,82085,665629
1996,"Vermont",3,137894,80352,40203,258449
1996,"Virginia",13,1091060,1138350,187232,2416642
1996,"Washington",11,1123323,840712,289802,2253837
1996,"West Virginia",5,327812,233946,74701,636459
1996,"Wisconsin",11,1071971,845029,279169,2196169
1996,"Wyoming",3,77934,105388,28249,211571
2000,"Alabama",9,695602,944409,32540,1672551
2000,"Alaska",3,79004,167398,39158,285560
2000,"Arizona",8,685341,781652,67120,1534113
2000,"Arkansas",6,422768,472940,26073,921781
2000,"California",54,5861203,4567429,537224,10965856
2000,"Colorado",8,738227,883745,119393,1741365
2000,"Connecticut",8,816015,561094,82416,1459525
2000,"Delaware",3,180068,137288,10266,327622
2000,"D. C.",3,171923,18073,11898,201894
2000,"Florida",25,2912253,2912790,138067,5963110
2000,"Georgia",13,1116230,1419720,60854,2596804
2000,"Hawaii",4,205286,137845,24820,367951
2000,"Idaho",4,138637,336937,26047,501621
2000,"Illinois",22,2589026,2019421,133676,4742123
2000,"Indiana",12,901980,1245836,51486,2199302
2000,"Iowa",7,638517,634373,42673,1315563
2000,"Kansas",6,399276,622332,50608,1072216
2000,"Kentucky",8,638898,872492,32797,1544187
2000,"Louisiana",9,792344,927871,45441,1765656
2000,"Maine",4,319951,286616,45250,651817
2000,"Maryland",10,1145782,813797,65901,2025480
2000,"Massachusetts",12,1616487,878502,207995,2702984
